comune,tipo_contratto,prezzo,locali,superficie,url_annuncio,data_scraping,zona,macroarea,prezzo_num,superficie_num,locali_num,prezzo_mq,valido
Roma,vendita,"€ 259.000€ 279.000(-7,2%)",2 locali,74 m²,https://www.immobiliare.it/annunci/128695738/,2026-06-09,pigneto,Semicentro,259000.0,74.0,2.0,3500.0,1
Roma,vendita,€ 225.000,2 locali,75 m²,https://www.immobiliare.it/annunci/129423866/,2026-06-09,pigneto,Semicentro,225000.0,75.0,2.0,3000.0,1
Roma,vendita,€ 119.000,,35 m²,https://www.immobiliare.it/annunci/129426898/,2026-06-09,pigneto,Semicentro,119000.0,35.0,,3400.0,1
Roma,vendita,€ 329.000,3 locali,83 m²,https://www.immobiliare.it/annunci/129194666/,2026-06-09,pigneto,Semicentro,329000.0,83.0,3.0,3963.86,1
Roma,vendita,€ 215.000,3 locali,82 m²,https://www.immobiliare.it/annunci/124299701/,2026-06-09,pigneto,Semicentro,215000.0,82.0,3.0,2621.95,1
Roma,vendita,€ 149.000,2 locali,48 m²,https://www.immobiliare.it/annunci/129562114/,2026-06-09,pigneto,Semicentro,149000.0,48.0,2.0,3104.17,1
Roma,vendita,€ 375.000,3 locali,113 m²,https://www.immobiliare.it/annunci/128414006/,2026-06-09,pigneto,Semicentro,375000.0,113.0,3.0,3318.58,1
Roma,vendita,€ 179.000,,31 m²,https://www.immobiliare.it/annunci/128624758/,2026-06-09,pigneto,Semicentro,179000.0,31.0,,5774.19,1
Roma,vendita,€ 169.000,,42 m²,https://www.immobiliare.it/annunci/129009308/,2026-06-09,pigneto,Semicentro,169000.0,42.0,,4023.81,1
Roma,vendita,€ 192.000,3 locali,58 m²,https://www.immobiliare.it/annunci/128552750/,2026-06-09,pigneto,Semicentro,192000.0,58.0,3.0,3310.34,1
Roma,vendita,"€ 119.000€ 150.000(-20,7%)",,30 m²,https://www.immobiliare.it/annunci/128384478/,2026-06-09,pigneto,Semicentro,119000.0,30.0,,3966.67,1
Roma,vendita,€ 329.000,3 locali,103 m²,https://www.immobiliare.it/annunci/126352687/,2026-06-09,pigneto,Semicentro,329000.0,103.0,3.0,3194.17,1
Roma,vendita,"€ 259.000€ 279.000(-7,2%)",3 locali,83 m²,https://www.immobiliare.it/annunci/127438590/,2026-06-09,pigneto,Semicentro,259000.0,83.0,3.0,3120.48,1
Roma,vendita,€ 329.000,3 locali,100 m²,https://www.immobiliare.it/annunci/126746081/,2026-06-09,pigneto,Semicentro,329000.0,100.0,3.0,3290.0,1
Roma,vendita,€ 260.000,3 locali,97 m²,https://www.immobiliare.it/annunci/119654698/,2026-06-09,pigneto,Semicentro,260000.0,97.0,3.0,2680.41,1
Roma,vendita,€ 265.000,3 locali,95 m²,https://www.immobiliare.it/annunci/119654430/,2026-06-09,pigneto,Semicentro,265000.0,95.0,3.0,2789.47,1
Roma,vendita,€ 310.000,3 locali,114 m²,https://www.immobiliare.it/annunci/119654792/,2026-06-09,pigneto,Semicentro,310000.0,114.0,3.0,2719.3,1
Roma,vendita,€ 450.000,4 locali,140 m²,https://www.immobiliare.it/annunci/126623957/,2026-06-09,pigneto,Semicentro,450000.0,140.0,4.0,3214.29,1
Roma,vendita,€ 250.000,2 locali,66 m²,https://www.immobiliare.it/annunci/128611908/,2026-06-09,pigneto,Semicentro,250000.0,66.0,2.0,3787.88,1
Roma,vendita,€ 259.000,2 locali,85 m²,https://www.immobiliare.it/annunci/128842916/,2026-06-09,pigneto,Semicentro,259000.0,85.0,2.0,3047.06,1
Roma,vendita,"€ 399.000€ 420.000(-5,0%)",3 locali,90 m²,https://www.immobiliare.it/annunci/126805065/,2026-06-09,pigneto,Semicentro,399000.0,90.0,3.0,4433.33,1
Roma,vendita,€ 270.000,2 locali,74 m²,https://www.immobiliare.it/annunci/127221023/,2026-06-09,pigneto,Semicentro,270000.0,74.0,2.0,3648.65,1
Roma,vendita,€ 279.000,3 locali,85 m²,https://www.immobiliare.it/annunci/128050214/,2026-06-09,pigneto,Semicentro,279000.0,85.0,3.0,3282.35,1
Roma,vendita,€ 355.000,3 locali,95 m²,https://www.immobiliare.it/annunci/129375342/,2026-06-09,pigneto,Semicentro,355000.0,95.0,3.0,3736.84,1
Roma,vendita,€ 319.000,3 locali,88 m²,https://www.immobiliare.it/annunci/125188651/,2026-06-09,pigneto,Semicentro,319000.0,88.0,3.0,3625.0,1
Roma,vendita,€ 299.000,3 locali,74 m²,https://www.immobiliare.it/annunci/125268243/,2026-06-09,pigneto,Semicentro,299000.0,74.0,3.0,4040.54,1
Roma,vendita,€ 379.000,3 locali,113 m²,https://www.immobiliare.it/annunci/127611680/,2026-06-09,pigneto,Semicentro,379000.0,113.0,3.0,3353.98,1
Roma,vendita,€ 109.000,2 locali,55 m²,https://www.immobiliare.it/annunci/118187853/,2026-06-09,pigneto,Semicentro,109000.0,55.0,2.0,1981.82,1
Roma,vendita,€ 379.000,3 locali,90 m²,https://www.immobiliare.it/annunci/127879672/,2026-06-09,pigneto,Semicentro,379000.0,90.0,3.0,4211.11,1
Roma,vendita,€ 119.000,,35 m²,https://www.immobiliare.it/annunci/122034224/,2026-06-09,pigneto,Semicentro,119000.0,35.0,,3400.0,1
Roma,vendita,€ 205.000,2 locali,60 m²,https://www.immobiliare.it/annunci/128866088/,2026-06-09,pigneto,Semicentro,205000.0,60.0,2.0,3416.67,1
Roma,vendita,€ 139.000,,27 m²,https://www.immobiliare.it/annunci/120446988/,2026-06-09,pigneto,Semicentro,139000.0,27.0,,5148.15,1
Roma,vendita,€ 365.000,4 locali,106 m²,https://www.immobiliare.it/annunci/125107615/,2026-06-09,pigneto,Semicentro,365000.0,106.0,4.0,3443.4,1
Roma,vendita,€ 175.000,2 locali,50 m²,https://www.immobiliare.it/annunci/122102544/,2026-06-09,pigneto,Semicentro,175000.0,50.0,2.0,3500.0,1
Roma,vendita,€ 225.000,2 locali,65 m²,https://www.immobiliare.it/annunci/128393528/,2026-06-09,pigneto,Semicentro,225000.0,65.0,2.0,3461.54,1
Roma,vendita,€ 155.000,,32 m²,https://www.immobiliare.it/annunci/125704349/,2026-06-09,pigneto,Semicentro,155000.0,32.0,,4843.75,1
Roma,vendita,€ 298.000,3 locali,113 m²,https://www.immobiliare.it/annunci/127678756/,2026-06-09,pigneto,Semicentro,298000.0,113.0,3.0,2637.17,1
Roma,vendita,€ 389.000,4 locali,120 m²,https://www.immobiliare.it/annunci/129230700/,2026-06-09,pigneto,Semicentro,389000.0,120.0,4.0,3241.67,1
Roma,vendita,"€ 205.000€ 219.000(-6,4%)",3 locali,65 m²,https://www.immobiliare.it/annunci/126868719/,2026-06-09,pigneto,Semicentro,205000.0,65.0,3.0,3153.85,1
Roma,vendita,€ 229.000,2 locali,47 m²,https://www.immobiliare.it/annunci/125045425/,2026-06-09,pigneto,Semicentro,229000.0,47.0,2.0,4872.34,1
Roma,vendita,€ 229.000,2 locali,61 m²,https://www.immobiliare.it/annunci/126710877/,2026-06-09,pigneto,Semicentro,229000.0,61.0,2.0,3754.1,1
Roma,vendita,€ 130.000,,35 m²,https://www.immobiliare.it/annunci/120448046/,2026-06-09,pigneto,Semicentro,130000.0,35.0,,3714.29,1
Roma,vendita,€ 235.000,2 locali,60 m²,https://www.immobiliare.it/annunci/127845578/,2026-06-09,pigneto,Semicentro,235000.0,60.0,2.0,3916.67,1
Roma,vendita,€ 350.000,3 locali,89 m²,https://www.immobiliare.it/annunci/129013436/,2026-06-09,pigneto,Semicentro,350000.0,89.0,3.0,3932.58,1
Roma,vendita,€ 339.000,4 locali,107 m²,https://www.immobiliare.it/annunci/129206500/,2026-06-09,pigneto,Semicentro,339000.0,107.0,4.0,3168.22,1
Roma,vendita,€ 320.000,3 locali,92 m²,https://www.immobiliare.it/annunci/127151825/,2026-06-09,pigneto,Semicentro,320000.0,92.0,3.0,3478.26,1
Roma,vendita,€ 109.000,,36 m²,https://www.immobiliare.it/annunci/126647349/,2026-06-09,pigneto,Semicentro,109000.0,36.0,,3027.78,1
Roma,vendita,€ 245.000,2 locali,50 m²,https://www.immobiliare.it/annunci/129148810/,2026-06-09,pigneto,Semicentro,245000.0,50.0,2.0,4900.0,1
Roma,vendita,€ 259.000,3 locali,80 m²,https://www.immobiliare.it/annunci/128991858/,2026-06-09,pigneto,Semicentro,259000.0,80.0,3.0,3237.5,1
Roma,vendita,€ 315.000,3 locali,95 m²,https://www.immobiliare.it/annunci/126239605/,2026-06-09,pigneto,Semicentro,315000.0,95.0,3.0,3315.79,1
Roma,vendita,€ 189.000,2 locali,45 m²,https://www.immobiliare.it/annunci/126493567/,2026-06-09,pigneto,Semicentro,189000.0,45.0,2.0,4200.0,1
Roma,vendita,€ 159.000,,42 m²,https://www.immobiliare.it/annunci/129257938/,2026-06-09,pigneto,Semicentro,159000.0,42.0,,3785.71,1
Roma,vendita,€ 110.000,,47 m²,https://www.immobiliare.it/annunci/129491116/,2026-06-09,pigneto,Semicentro,110000.0,47.0,,2340.43,1
Roma,vendita,€ 130.000,,30 m²,https://www.immobiliare.it/annunci/128980824/,2026-06-09,pigneto,Semicentro,130000.0,30.0,,4333.33,1
Roma,vendita,€ 199.000,2 locali,43 m²,https://www.immobiliare.it/annunci/127785778/,2026-06-09,pigneto,Semicentro,199000.0,43.0,2.0,4627.91,1
Roma,vendita,€ 239.000,2 locali,50 m²,https://www.immobiliare.it/annunci/127206757/,2026-06-09,pigneto,Semicentro,239000.0,50.0,2.0,4780.0,1
Roma,vendita,€ 430.000,3 locali,75 m²,https://www.immobiliare.it/annunci/124626921/,2026-06-09,pigneto,Semicentro,430000.0,75.0,3.0,5733.33,1
Roma,vendita,€ 390.000,3 locali,85 m²,https://www.immobiliare.it/annunci/129402174/,2026-06-09,pigneto,Semicentro,390000.0,85.0,3.0,4588.24,1
Roma,vendita,€ 175.000,2 locali,50 m²,https://www.immobiliare.it/annunci/124269131/,2026-06-09,pigneto,Semicentro,175000.0,50.0,2.0,3500.0,1
Roma,vendita,€ 305.000,3 locali,87 m²,https://www.immobiliare.it/annunci/127343745/,2026-06-09,pigneto,Semicentro,305000.0,87.0,3.0,3505.75,1
Roma,vendita,€ 425.000,3 locali,105 m²,https://www.immobiliare.it/annunci/126047641/,2026-06-09,pigneto,Semicentro,425000.0,105.0,3.0,4047.62,1
Roma,vendita,€ 385.000,4 locali,130 m²,https://www.immobiliare.it/annunci/124846877/,2026-06-09,pigneto,Semicentro,385000.0,130.0,4.0,2961.54,1
Roma,vendita,€ 275.000,3 locali,90 m²,https://www.immobiliare.it/annunci/122444296/,2026-06-09,pigneto,Semicentro,275000.0,90.0,3.0,3055.56,1
Roma,vendita,€ 305.000,3 locali,100 m²,https://www.immobiliare.it/annunci/127969420/,2026-06-09,pigneto,Semicentro,305000.0,100.0,3.0,3050.0,1
Roma,vendita,€ 298.000,3 locali,113 m²,https://www.immobiliare.it/annunci/127605020/,2026-06-09,pigneto,Semicentro,298000.0,113.0,3.0,2637.17,1
Roma,vendita,€ 125.000,,37 m²,https://www.immobiliare.it/annunci/125296711/,2026-06-09,pigneto,Semicentro,125000.0,37.0,,3378.38,1
Roma,vendita,€ 165.000,3 locali,70 m²,https://www.immobiliare.it/annunci/129261596/,2026-06-09,pigneto,Semicentro,165000.0,70.0,3.0,2357.14,1
Roma,vendita,€ 239.000,3 locali,70 m²,https://www.immobiliare.it/annunci/125988095/,2026-06-09,pigneto,Semicentro,239000.0,70.0,3.0,3414.29,1
Roma,vendita,€ 279.000,2 locali,65 m²,https://www.immobiliare.it/annunci/127712260/,2026-06-09,pigneto,Semicentro,279000.0,65.0,2.0,4292.31,1
Roma,vendita,€ 239.000,2 locali,61 m²,https://www.immobiliare.it/annunci/128424820/,2026-06-09,pigneto,Semicentro,239000.0,61.0,2.0,3918.03,1
Roma,vendita,€ 219.000,2 locali,52 m²,https://www.immobiliare.it/annunci/129731488/,2026-06-09,pigneto,Semicentro,219000.0,52.0,2.0,4211.54,1
Roma,vendita,€ 345.000,3 locali,103 m²,https://www.immobiliare.it/annunci/129417248/,2026-06-09,pigneto,Semicentro,345000.0,103.0,3.0,3349.51,1
Roma,vendita,€ 305.000,3 locali,95 m²,https://www.immobiliare.it/annunci/118634527/,2026-06-09,pigneto,Semicentro,305000.0,95.0,3.0,3210.53,1
Roma,vendita,€ 215.000,3 locali,87 m²,https://www.immobiliare.it/annunci/126344905/,2026-06-09,pigneto,Semicentro,215000.0,87.0,3.0,2471.26,1
Roma,vendita,€ 150.000,2 locali,35 m²,https://www.immobiliare.it/annunci/121826916/,2026-06-09,pigneto,Semicentro,150000.0,35.0,2.0,4285.71,1
Roma,vendita,€ 325.000,3 locali,60 m²,https://www.immobiliare.it/annunci/119370387/,2026-06-09,pigneto,Semicentro,325000.0,60.0,3.0,5416.67,1
Roma,vendita,€ 352.000,3 locali,127 m²,https://www.immobiliare.it/annunci/127849908/,2026-06-09,pigneto,Semicentro,352000.0,127.0,3.0,2771.65,1
Roma,vendita,€ 540.000,5 locali,164 m²,https://www.immobiliare.it/annunci/127652672/,2026-06-09,pigneto,Semicentro,540000.0,164.0,5.0,3292.68,1
Roma,vendita,"da € 120.276,00",5+ locali,159 m²,https://www.immobiliare.it/annunci/129555220/,2026-06-09,pigneto,Semicentro,120276.0,159.0,5.0,756.45,0
Roma,vendita,"€ 155.000€ 169.000(-8,3%)",,35 m²,https://www.immobiliare.it/annunci/121267534/,2026-06-09,pigneto,Semicentro,155000.0,35.0,,4428.57,1
Roma,vendita,€ 295.000,3 locali,94 m²,https://www.immobiliare.it/annunci/128450586/,2026-06-09,pigneto,Semicentro,295000.0,94.0,3.0,3138.3,1
Roma,vendita,€ 270.000,3 locali,77 m²,https://www.immobiliare.it/annunci/123552095/,2026-06-09,pigneto,Semicentro,270000.0,77.0,3.0,3506.49,1
Roma,vendita,€ 189.000,,37 m²,https://www.immobiliare.it/annunci/129085460/,2026-06-09,pigneto,Semicentro,189000.0,37.0,,5108.11,1
Roma,vendita,€ 249.000,2 locali,63 m²,https://www.immobiliare.it/annunci/129501712/,2026-06-09,pigneto,Semicentro,249000.0,63.0,2.0,3952.38,1
Roma,vendita,€ 230.000,2 locali,73 m²,https://www.immobiliare.it/annunci/129417492/,2026-06-09,pigneto,Semicentro,230000.0,73.0,2.0,3150.68,1
Roma,vendita,€ 259.000,3 locali,85 m²,https://www.immobiliare.it/annunci/127648364/,2026-06-09,pigneto,Semicentro,259000.0,85.0,3.0,3047.06,1
Roma,vendita,€ 305.000,3 locali,110 m²,https://www.immobiliare.it/annunci/128119530/,2026-06-09,pigneto,Semicentro,305000.0,110.0,3.0,2772.73,1
Roma,vendita,€ 130.000,2 locali,42 m²,https://www.immobiliare.it/annunci/128194328/,2026-06-09,pigneto,Semicentro,130000.0,42.0,2.0,3095.24,1
Roma,vendita,€ 250.000,2 locali,75 m²,https://www.immobiliare.it/annunci/127796136/,2026-06-09,pigneto,Semicentro,250000.0,75.0,2.0,3333.33,1
Roma,vendita,€ 245.000,2 locali,70 m²,https://www.immobiliare.it/annunci/126940549/,2026-06-09,pigneto,Semicentro,245000.0,70.0,2.0,3500.0,1
Roma,vendita,€ 269.000,2 locali,65 m²,https://www.immobiliare.it/annunci/128818952/,2026-06-09,pigneto,Semicentro,269000.0,65.0,2.0,4138.46,1
Roma,vendita,€ 195.000,2 locali,60 m²,https://www.immobiliare.it/annunci/96831784/,2026-06-09,pigneto,Semicentro,195000.0,60.0,2.0,3250.0,1
Roma,vendita,€ 189.000,2 locali,70 m²,https://www.immobiliare.it/annunci/127290471/,2026-06-09,pigneto,Semicentro,189000.0,70.0,2.0,2700.0,1
Roma,vendita,€ 299.000,2 locali,61 m²,https://www.immobiliare.it/annunci/129237720/,2026-06-09,pigneto,Semicentro,299000.0,61.0,2.0,4901.64,1
Roma,vendita,€ 345.000,3 locali,77 m²,https://www.immobiliare.it/annunci/128953182/,2026-06-09,pigneto,Semicentro,345000.0,77.0,3.0,4480.52,1
Roma,vendita,€ 430.000,3 locali,107 m²,https://www.immobiliare.it/annunci/129079688/,2026-06-09,pigneto,Semicentro,430000.0,107.0,3.0,4018.69,1
Roma,vendita,€ 298.000,3 locali,80 m²,https://www.immobiliare.it/annunci/125783461/,2026-06-09,pigneto,Semicentro,298000.0,80.0,3.0,3725.0,1
Roma,vendita,€ 259.000,3 locali,80 m²,https://www.immobiliare.it/annunci/129609240/,2026-06-09,pigneto,Semicentro,259000.0,80.0,3.0,3237.5,1
Roma,vendita,€ 360.000,3 locali,90 m²,https://www.immobiliare.it/annunci/129466620/,2026-06-09,pigneto,Semicentro,360000.0,90.0,3.0,4000.0,1
Roma,vendita,€ 260.000,3 locali,65 m²,https://www.immobiliare.it/annunci/126619803/,2026-06-09,pigneto,Semicentro,260000.0,65.0,3.0,4000.0,1
Roma,vendita,€ 329.000,3 locali,100 m²,https://www.immobiliare.it/annunci/123890869/,2026-06-09,pigneto,Semicentro,329000.0,100.0,3.0,3290.0,1
Roma,vendita,"€ 299.000€ 319.000(-6,3%)",3 locali,103 m²,https://www.immobiliare.it/annunci/127417643/,2026-06-09,pigneto,Semicentro,299000.0,103.0,3.0,2902.91,1
Roma,vendita,€ 229.000,2 locali,69 m²,https://www.immobiliare.it/annunci/128430738/,2026-06-09,pigneto,Semicentro,229000.0,69.0,2.0,3318.84,1
Roma,vendita,€ 300.000,3 locali,80 m²,https://www.immobiliare.it/annunci/120914554/,2026-06-09,pigneto,Semicentro,300000.0,80.0,3.0,3750.0,1
Roma,vendita,€ 170.000,,30 m²,https://www.immobiliare.it/annunci/121221880/,2026-06-09,pigneto,Semicentro,170000.0,30.0,,5666.67,1
Roma,vendita,€ 445.000,3 locali,100 m²,https://www.immobiliare.it/annunci/129702836/,2026-06-09,pigneto,Semicentro,445000.0,100.0,3.0,4450.0,1
Roma,vendita,€ 299.000,3 locali,105 m²,https://www.immobiliare.it/annunci/127421867/,2026-06-09,pigneto,Semicentro,299000.0,105.0,3.0,2847.62,1
Roma,vendita,€ 650.000,5+ locali,276 m²,https://www.immobiliare.it/annunci/97225430/,2026-06-09,pigneto,Semicentro,650000.0,276.0,5.0,2355.07,1
Roma,vendita,€ 230.000,2 locali,45 m²,https://www.immobiliare.it/annunci/128475980/,2026-06-09,pigneto,Semicentro,230000.0,45.0,2.0,5111.11,1
Roma,vendita,€ 350.000,4 locali,126 m²,https://www.immobiliare.it/annunci/129054076/,2026-06-09,pigneto,Semicentro,350000.0,126.0,4.0,2777.78,1
Roma,vendita,€ 259.000,3 locali,65 m²,https://www.immobiliare.it/annunci/128976550/,2026-06-09,pigneto,Semicentro,259000.0,65.0,3.0,3984.62,1
Roma,vendita,€ 259.000,3 locali,80 m²,https://www.immobiliare.it/annunci/129073874/,2026-06-09,pigneto,Semicentro,259000.0,80.0,3.0,3237.5,1
Roma,vendita,€ 259.000,3 locali,80 m²,https://www.immobiliare.it/annunci/129213898/,2026-06-09,pigneto,Semicentro,259000.0,80.0,3.0,3237.5,1
Roma,vendita,€ 599.000,5 locali,222 m²,https://www.immobiliare.it/annunci/129424938/,2026-06-09,pigneto,Semicentro,599000.0,222.0,5.0,2698.2,1
Roma,vendita,€ 195.000,2 locali,41 m²,https://www.immobiliare.it/annunci/129197516/,2026-06-09,pigneto,Semicentro,195000.0,41.0,2.0,4756.1,1
Roma,vendita,€ 249.000,3 locali,75 m²,https://www.immobiliare.it/annunci/129647226/,2026-06-09,pigneto,Semicentro,249000.0,75.0,3.0,3320.0,1
Roma,vendita,€ 149.000,2 locali,40 m²,https://www.immobiliare.it/annunci/119912252/,2026-06-09,pigneto,Semicentro,149000.0,40.0,2.0,3725.0,1
Roma,vendita,€ 249.000,2 locali,63 m²,https://www.immobiliare.it/annunci/126802121/,2026-06-09,pigneto,Semicentro,249000.0,63.0,2.0,3952.38,1
Roma,vendita,€ 305.000,3 locali,95 m²,https://www.immobiliare.it/annunci/128292694/,2026-06-09,pigneto,Semicentro,305000.0,95.0,3.0,3210.53,1
Roma,vendita,€ 179.000,2 locali,50 m²,https://www.immobiliare.it/annunci/127663226/,2026-06-09,pigneto,Semicentro,179000.0,50.0,2.0,3580.0,1
Roma,vendita,€ 340.000,3 locali,91 m²,https://www.immobiliare.it/annunci/128849818/,2026-06-09,pigneto,Semicentro,340000.0,91.0,3.0,3736.26,1
Roma,vendita,€ 330.000,2 locali,62 m²,https://www.immobiliare.it/annunci/121088112/,2026-06-09,pigneto,Semicentro,330000.0,62.0,2.0,5322.58,1
Roma,vendita,€ 100.000,,37 m²,https://www.immobiliare.it/annunci/129565060/,2026-06-09,pigneto,Semicentro,100000.0,37.0,,2702.7,1
Roma,vendita,€ 259.000,3 locali,80 m²,https://www.immobiliare.it/annunci/129515648/,2026-06-09,pigneto,Semicentro,259000.0,80.0,3.0,3237.5,1
Roma,vendita,€ 210.000,2 locali,65 m²,https://www.immobiliare.it/annunci/128554200/,2026-06-09,pigneto,Semicentro,210000.0,65.0,2.0,3230.77,1
Roma,vendita,€ 249.000,3 locali,90 m²,https://www.immobiliare.it/annunci/129198756/,2026-06-09,pigneto,Semicentro,249000.0,90.0,3.0,2766.67,1
Roma,vendita,€ 445.000,3 locali,97 m²,https://www.immobiliare.it/annunci/123899335/,2026-06-09,pigneto,Semicentro,445000.0,97.0,3.0,4587.63,1
Roma,vendita,€ 260.000,2 locali,58 m²,https://www.immobiliare.it/annunci/119139753/,2026-06-09,pigneto,Semicentro,260000.0,58.0,2.0,4482.76,1
Roma,vendita,€ 259.000,3 locali,80 m²,https://www.immobiliare.it/annunci/128992428/,2026-06-09,pigneto,Semicentro,259000.0,80.0,3.0,3237.5,1
Roma,vendita,€ 459.000,3 locali,88 m²,https://www.immobiliare.it/annunci/122348994/,2026-06-09,pigneto,Semicentro,459000.0,88.0,3.0,5215.91,1
Roma,vendita,€ 170.000,,40 m²,https://www.immobiliare.it/annunci/129730592/,2026-06-09,pigneto,Semicentro,170000.0,40.0,,4250.0,1
Roma,vendita,€ 215.000,3 locali,49 m²,https://www.immobiliare.it/annunci/125836741/,2026-06-09,pigneto,Semicentro,215000.0,49.0,3.0,4387.76,1
Roma,vendita,€ 345.000,3 locali,110 m²,https://www.immobiliare.it/annunci/123428283/,2026-06-09,pigneto,Semicentro,345000.0,110.0,3.0,3136.36,1
Roma,vendita,€ 329.000,2 locali,51 m²,https://www.immobiliare.it/annunci/128460660/,2026-06-09,pigneto,Semicentro,329000.0,51.0,2.0,6450.98,1
Roma,vendita,€ 230.000,2 locali,30 m²,https://www.immobiliare.it/annunci/116313969/,2026-06-09,pigneto,Semicentro,230000.0,30.0,2.0,7666.67,1
Roma,vendita,€ 259.000,3 locali,80 m²,https://www.immobiliare.it/annunci/129229950/,2026-06-09,pigneto,Semicentro,259000.0,80.0,3.0,3237.5,1
Roma,vendita,€ 209.000,2 locali,65 m²,https://www.immobiliare.it/annunci/126577677/,2026-06-09,pigneto,Semicentro,209000.0,65.0,2.0,3215.38,1
Roma,vendita,€ 320.000,4 locali,100 m²,https://www.immobiliare.it/annunci/127218467/,2026-06-09,pigneto,Semicentro,320000.0,100.0,4.0,3200.0,1
Roma,vendita,€ 259.000,3 locali,80 m²,https://www.immobiliare.it/annunci/129044212/,2026-06-09,pigneto,Semicentro,259000.0,80.0,3.0,3237.5,1
Roma,vendita,€ 259.000,3 locali,80 m²,https://www.immobiliare.it/annunci/129044148/,2026-06-09,pigneto,Semicentro,259000.0,80.0,3.0,3237.5,1
Roma,vendita,"da € 208.500,00",5+ locali,127 m²,https://www.immobiliare.it/annunci/127970324/,2026-06-09,pigneto,Semicentro,208500.0,127.0,5.0,1641.73,0
Roma,vendita,€ 235.000,2 locali,61 m²,https://www.immobiliare.it/annunci/128865842/,2026-06-09,pigneto,Semicentro,235000.0,61.0,2.0,3852.46,1
Roma,vendita,€ 250.000,3 locali,68 m²,https://www.immobiliare.it/annunci/129042058/,2026-06-09,pigneto,Semicentro,250000.0,68.0,3.0,3676.47,1
Roma,vendita,€ 279.000,3 locali,85 m²,https://www.immobiliare.it/annunci/122872382/,2026-06-09,pigneto,Semicentro,279000.0,85.0,3.0,3282.35,1
Roma,vendita,€ 180.000,2 locali,72 m²,https://www.immobiliare.it/annunci/104180131/,2026-06-09,pigneto,Semicentro,180000.0,72.0,2.0,2500.0,1
Roma,vendita,€ 279.000,3 locali,87 m²,https://www.immobiliare.it/annunci/127923608/,2026-06-09,pigneto,Semicentro,279000.0,87.0,3.0,3206.9,1
Roma,vendita,€ 59.000,,77 m²,https://www.immobiliare.it/annunci/126073953/,2026-06-09,pigneto,Semicentro,59000.0,77.0,,766.23,1
Roma,vendita,€ 259.000,3 locali,80 m²,https://www.immobiliare.it/annunci/129083204/,2026-06-09,pigneto,Semicentro,259000.0,80.0,3.0,3237.5,1
Roma,vendita,€ 249.000,3 locali,72 m²,https://www.immobiliare.it/annunci/127341815/,2026-06-09,pigneto,Semicentro,249000.0,72.0,3.0,3458.33,1
Roma,vendita,€ 310.000,3 locali,96 m²,https://www.immobiliare.it/annunci/125883299/,2026-06-09,pigneto,Semicentro,310000.0,96.0,3.0,3229.17,1
Roma,vendita,€ 199.000,2 locali,44 m²,https://www.immobiliare.it/annunci/128181604/,2026-06-09,pigneto,Semicentro,199000.0,44.0,2.0,4522.73,1
Roma,vendita,€ 110.000,,49 m²,https://www.immobiliare.it/annunci/123546637/,2026-06-09,pigneto,Semicentro,110000.0,49.0,,2244.9,1
Roma,vendita,€ 550.000,4 locali,90 m²,https://www.immobiliare.it/annunci/128446716/,2026-06-09,pigneto,Semicentro,550000.0,90.0,4.0,6111.11,1
Roma,vendita,€ 165.000,2 locali,45 m²,https://www.immobiliare.it/annunci/126109809/,2026-06-09,pigneto,Semicentro,165000.0,45.0,2.0,3666.67,1
Roma,vendita,€ 45.000,,40 m²,https://www.immobiliare.it/annunci/120568736/,2026-06-09,pigneto,Semicentro,45000.0,40.0,,1125.0,1
Roma,vendita,"da € 120.276,00",5+ locali,128 m²,https://www.immobiliare.it/annunci/128275298/,2026-06-09,pigneto,Semicentro,120276.0,128.0,5.0,939.66,0
Roma,vendita,Prezzo su richiesta,2 locali,60 m²,https://www.immobiliare.it/annunci/125032395/,2026-06-09,pigneto,Semicentro,,60.0,2.0,,1
Roma,vendita,€ 245.000,3 locali,60 m²,https://www.immobiliare.it/annunci/126141819/,2026-06-09,pigneto,Semicentro,245000.0,60.0,3.0,4083.33,1
Roma,vendita,€ 239.000,2 locali,40 m²,https://www.immobiliare.it/annunci/127181287/,2026-06-09,pigneto,Semicentro,239000.0,40.0,2.0,5975.0,1
Roma,vendita,€ 295.000,3 locali,95 m²,https://www.immobiliare.it/annunci/129240284/,2026-06-09,pigneto,Semicentro,295000.0,95.0,3.0,3105.26,1
Roma,vendita,€ 319.000,3 locali,95 m²,https://www.immobiliare.it/annunci/129667452/,2026-06-09,pigneto,Semicentro,319000.0,95.0,3.0,3357.89,1
Roma,vendita,€ 259.000,3 locali,80 m²,https://www.immobiliare.it/annunci/129086574/,2026-06-09,pigneto,Semicentro,259000.0,80.0,3.0,3237.5,1
Roma,vendita,€ 139.000,,32 m²,https://www.immobiliare.it/annunci/128119950/,2026-06-09,pigneto,Semicentro,139000.0,32.0,,4343.75,1
Roma,vendita,€ 259.000,3 locali,80 m²,https://www.immobiliare.it/annunci/129385238/,2026-06-09,pigneto,Semicentro,259000.0,80.0,3.0,3237.5,1
Roma,vendita,€ 529.000,4 locali,160 m²,https://www.immobiliare.it/annunci/127532396/,2026-06-09,pigneto,Semicentro,529000.0,160.0,4.0,3306.25,1
Roma,vendita,€ 170.000,2 locali,45 m²,https://www.immobiliare.it/annunci/129663324/,2026-06-09,pigneto,Semicentro,170000.0,45.0,2.0,3777.78,1
