comune,tipo_contratto,prezzo,locali,superficie,url_annuncio,data_scraping,zona,macroarea,prezzo_num,superficie_num,locali_num,prezzo_mq,valido
Roma,vendita,€ 175.000,2 locali,60 m²,https://www.immobiliare.it/annunci/128430770/,2026-06-09,centocelle,Semicentro,175000.0,60.0,2.0,2916.67,1
Roma,vendita,€ 205.000,2 locali,50 m²,https://www.immobiliare.it/annunci/129722236/,2026-06-09,centocelle,Semicentro,205000.0,50.0,2.0,4100.0,1
Roma,vendita,€ 239.000,3 locali,87 m²,https://www.immobiliare.it/annunci/127331605/,2026-06-09,centocelle,Semicentro,239000.0,87.0,3.0,2747.13,1
Roma,vendita,€ 120.000,,36 m²,https://www.immobiliare.it/annunci/129576066/,2026-06-09,centocelle,Semicentro,120000.0,36.0,,3333.33,1
Roma,vendita,€ 219.000,3 locali,70 m²,https://www.immobiliare.it/annunci/128988456/,2026-06-09,centocelle,Semicentro,219000.0,70.0,3.0,3128.57,1
Roma,vendita,€ 299.000,3 locali,100 m²,https://www.immobiliare.it/annunci/128446604/,2026-06-09,centocelle,Semicentro,299000.0,100.0,3.0,2990.0,1
Roma,vendita,€ 189.000,2 locali,50 m²,https://www.immobiliare.it/annunci/129311820/,2026-06-09,centocelle,Semicentro,189000.0,50.0,2.0,3780.0,1
Roma,vendita,€ 169.000,3 locali,70 m²,https://www.immobiliare.it/annunci/123604131/,2026-06-09,centocelle,Semicentro,169000.0,70.0,3.0,2414.29,1
Roma,vendita,€ 210.000,2 locali,54 m²,https://www.immobiliare.it/annunci/125966167/,2026-06-09,centocelle,Semicentro,210000.0,54.0,2.0,3888.89,1
Roma,vendita,€ 129.000,2 locali,27 m²,https://www.immobiliare.it/annunci/125604325/,2026-06-09,centocelle,Semicentro,129000.0,27.0,2.0,4777.78,1
Roma,vendita,€ 299.000,3 locali,105 m²,https://www.immobiliare.it/annunci/127946910/,2026-06-09,centocelle,Semicentro,299000.0,105.0,3.0,2847.62,1
Roma,vendita,€ 197.000,2 locali,63 m²,https://www.immobiliare.it/annunci/126718085/,2026-06-09,centocelle,Semicentro,197000.0,63.0,2.0,3126.98,1
Roma,vendita,€ 279.000,3 locali,100 m²,https://www.immobiliare.it/annunci/128195250/,2026-06-09,centocelle,Semicentro,279000.0,100.0,3.0,2790.0,1
Roma,vendita,€ 169.000,2 locali,63 m²,https://www.immobiliare.it/annunci/126189319/,2026-06-09,centocelle,Semicentro,169000.0,63.0,2.0,2682.54,1
Roma,vendita,€ 269.000,3 locali,92 m²,https://www.immobiliare.it/annunci/128229208/,2026-06-09,centocelle,Semicentro,269000.0,92.0,3.0,2923.91,1
Roma,vendita,€ 170.000,2 locali,50 m²,https://www.immobiliare.it/annunci/129021274/,2026-06-09,centocelle,Semicentro,170000.0,50.0,2.0,3400.0,1
Roma,vendita,€ 260.000,3 locali,106 m²,https://www.immobiliare.it/annunci/125121023/,2026-06-09,centocelle,Semicentro,260000.0,106.0,3.0,2452.83,1
Roma,vendita,€ 170.000,2 locali,66 m²,https://www.immobiliare.it/annunci/128081768/,2026-06-09,centocelle,Semicentro,170000.0,66.0,2.0,2575.76,1
Roma,vendita,€ 120.000,,36 m²,https://www.immobiliare.it/annunci/127566326/,2026-06-09,centocelle,Semicentro,120000.0,36.0,,3333.33,1
Roma,vendita,€ 199.000,2 locali,61 m²,https://www.immobiliare.it/annunci/127100295/,2026-06-09,centocelle,Semicentro,199000.0,61.0,2.0,3262.3,1
Roma,vendita,€ 370.000,4 locali,123 m²,https://www.immobiliare.it/annunci/123196461/,2026-06-09,centocelle,Semicentro,370000.0,123.0,4.0,3008.13,1
Roma,vendita,€ 269.000,3 locali,89 m²,https://www.immobiliare.it/annunci/129341536/,2026-06-09,centocelle,Semicentro,269000.0,89.0,3.0,3022.47,1
Roma,vendita,€ 159.000,2 locali,81 m²,https://www.immobiliare.it/annunci/128666950/,2026-06-09,centocelle,Semicentro,159000.0,81.0,2.0,1962.96,1
Roma,vendita,€ 115.000,2 locali,41 m²,https://www.immobiliare.it/annunci/127664718/,2026-06-09,centocelle,Semicentro,115000.0,41.0,2.0,2804.88,1
Roma,vendita,€ 219.000,2 locali,84 m²,https://www.immobiliare.it/annunci/129241064/,2026-06-09,centocelle,Semicentro,219000.0,84.0,2.0,2607.14,1
Roma,vendita,€ 249.000,3 locali,77 m²,https://www.immobiliare.it/annunci/127578444/,2026-06-09,centocelle,Semicentro,249000.0,77.0,3.0,3233.77,1
Roma,vendita,"da € 46.875,00",2 locali,41 m²,https://www.immobiliare.it/annunci/127192731/,2026-06-09,centocelle,Semicentro,46875.0,41.0,2.0,1143.29,0
Roma,vendita,"da € 48.670,00",2 locali,41 m²,https://www.immobiliare.it/annunci/127287221/,2026-06-09,centocelle,Semicentro,48670.0,41.0,2.0,1187.07,0
Roma,vendita,"da € 46.870,00",2 locali,41 m²,https://www.immobiliare.it/annunci/127286809/,2026-06-09,centocelle,Semicentro,46870.0,41.0,2.0,1143.17,0
Roma,vendita,€ 197.000,3 locali,63 m²,https://www.immobiliare.it/annunci/128571712/,2026-06-09,centocelle,Semicentro,197000.0,63.0,3.0,3126.98,1
Roma,vendita,"da € 57.450,00",3 locali,50 m²,https://www.immobiliare.it/annunci/127339105/,2026-06-09,centocelle,Semicentro,57450.0,50.0,3.0,1149.0,0
Roma,vendita,"da € 46.875,00",3 locali,41 m²,https://www.immobiliare.it/annunci/127338373/,2026-06-09,centocelle,Semicentro,46875.0,41.0,3.0,1143.29,0
Roma,vendita,€ 239.000,3 locali,65 m²,https://www.immobiliare.it/annunci/129403408/,2026-06-09,centocelle,Semicentro,239000.0,65.0,3.0,3676.92,1
Roma,vendita,"da € 61.570,00",3 locali,50 m²,https://www.immobiliare.it/annunci/127289771/,2026-06-09,centocelle,Semicentro,61570.0,50.0,3.0,1231.4,0
Roma,vendita,€ 219.000,2 locali,89 m²,https://www.immobiliare.it/annunci/124804741/,2026-06-09,centocelle,Semicentro,219000.0,89.0,2.0,2460.67,1
Roma,vendita,€ 200.000,2 locali,60 m²,https://www.immobiliare.it/annunci/128245170/,2026-06-09,centocelle,Semicentro,200000.0,60.0,2.0,3333.33,1
Roma,vendita,€ 229.000,2 locali,62 m²,https://www.immobiliare.it/annunci/128180100/,2026-06-09,centocelle,Semicentro,229000.0,62.0,2.0,3693.55,1
Roma,vendita,"da € 278.973,19",5 locali,174 m²,https://www.immobiliare.it/annunci/128870636/,2026-06-09,centocelle,Semicentro,278973.0,174.0,5.0,1603.29,0
Roma,vendita,€ 365.000,3 locali,116 m²,https://www.immobiliare.it/annunci/126710707/,2026-06-09,centocelle,Semicentro,365000.0,116.0,3.0,3146.55,1
Roma,vendita,€ 279.000,4 locali,85 m²,https://www.immobiliare.it/annunci/125018427/,2026-06-09,centocelle,Semicentro,279000.0,85.0,4.0,3282.35,1
Roma,vendita,€ 259.000,3 locali,87 m²,https://www.immobiliare.it/annunci/128077026/,2026-06-09,centocelle,Semicentro,259000.0,87.0,3.0,2977.01,1
Roma,vendita,€ 299.000,3 locali,95 m²,https://www.immobiliare.it/annunci/129466210/,2026-06-09,centocelle,Semicentro,299000.0,95.0,3.0,3147.37,1
Roma,vendita,€ 258.000,3 locali,90 m²,https://www.immobiliare.it/annunci/125385875/,2026-06-09,centocelle,Semicentro,258000.0,90.0,3.0,2866.67,1
Roma,vendita,€ 250.000,3 locali,85 m²,https://www.immobiliare.it/annunci/126815991/,2026-06-09,centocelle,Semicentro,250000.0,85.0,3.0,2941.18,1
Roma,vendita,€ 170.000,2 locali,63 m²,https://www.immobiliare.it/annunci/126704997/,2026-06-09,centocelle,Semicentro,170000.0,63.0,2.0,2698.41,1
Roma,vendita,"da € 57.450,00",2 locali,50 m²,https://www.immobiliare.it/annunci/127615692/,2026-06-09,centocelle,Semicentro,57450.0,50.0,2.0,1149.0,0
Roma,vendita,"da € 46.875,00",,41 m²,https://www.immobiliare.it/annunci/127615690/,2026-06-09,centocelle,Semicentro,46875.0,41.0,,1143.29,0
Roma,vendita,"da € 278.973,00",4 locali,166 m²,https://www.immobiliare.it/annunci/129012862/,2026-06-09,centocelle,Semicentro,278973.0,166.0,4.0,1680.56,0
Roma,vendita,€ 279.000,3 locali,77 m²,https://www.immobiliare.it/annunci/129204770/,2026-06-09,centocelle,Semicentro,279000.0,77.0,3.0,3623.38,1
Roma,vendita,€ 215.000,2 locali,61 m²,https://www.immobiliare.it/annunci/125370333/,2026-06-09,centocelle,Semicentro,215000.0,61.0,2.0,3524.59,1
Roma,vendita,"da € 46.875,00",2 locali,41 m²,https://www.immobiliare.it/annunci/129023466/,2026-06-09,centocelle,Semicentro,46875.0,41.0,2.0,1143.29,0
Roma,vendita,€ 309.000,3 locali,110 m²,https://www.immobiliare.it/annunci/127297523/,2026-06-09,centocelle,Semicentro,309000.0,110.0,3.0,2809.09,1
Roma,vendita,€ 350.000,5 locali,154 m²,https://www.immobiliare.it/annunci/103470348/,2026-06-09,centocelle,Semicentro,350000.0,154.0,5.0,2272.73,1
Roma,vendita,"da € 57.450,00",2 locali,50 m²,https://www.immobiliare.it/annunci/129024212/,2026-06-09,centocelle,Semicentro,57450.0,50.0,2.0,1149.0,0
Roma,vendita,"da € 61.575,00",2 locali,50 m²,https://www.immobiliare.it/annunci/129024928/,2026-06-09,centocelle,Semicentro,61575.0,50.0,2.0,1231.5,0
Roma,vendita,€ 189.000,2 locali,57 m²,https://www.immobiliare.it/annunci/129079698/,2026-06-09,centocelle,Semicentro,189000.0,57.0,2.0,3315.79,1
Roma,vendita,"da € 48.675,00",2 locali,41 m²,https://www.immobiliare.it/annunci/129024530/,2026-06-09,centocelle,Semicentro,48675.0,41.0,2.0,1187.2,0
Roma,vendita,€ 239.000,3 locali,110 m²,https://www.immobiliare.it/annunci/129047558/,2026-06-09,centocelle,Semicentro,239000.0,110.0,3.0,2172.73,1
Roma,vendita,"da € 46.875,00",2 locali,41 m²,https://www.immobiliare.it/annunci/127291145/,2026-06-09,centocelle,Semicentro,46875.0,41.0,2.0,1143.29,0
Roma,vendita,€ 229.000,4 locali,104 m²,https://www.immobiliare.it/annunci/125914569/,2026-06-09,centocelle,Semicentro,229000.0,104.0,4.0,2201.92,1
Roma,vendita,€ 245.000,3 locali,70 m²,https://www.immobiliare.it/annunci/127747052/,2026-06-09,centocelle,Semicentro,245000.0,70.0,3.0,3500.0,1
Roma,vendita,€ 175.000,3 locali,83 m²,https://www.immobiliare.it/annunci/128678212/,2026-06-09,centocelle,Semicentro,175000.0,83.0,3.0,2108.43,1
Roma,vendita,€ 205.000,3 locali,70 m²,https://www.immobiliare.it/annunci/124193663/,2026-06-09,centocelle,Semicentro,205000.0,70.0,3.0,2928.57,1
Roma,vendita,€ 149.000,2 locali,60 m²,https://www.immobiliare.it/annunci/123321455/,2026-06-09,centocelle,Semicentro,149000.0,60.0,2.0,2483.33,1
Roma,vendita,€ 155.000,2 locali,63 m²,https://www.immobiliare.it/annunci/127931484/,2026-06-09,centocelle,Semicentro,155000.0,63.0,2.0,2460.32,1
Roma,vendita,€ 199.000,2 locali,65 m²,https://www.immobiliare.it/annunci/128233478/,2026-06-09,centocelle,Semicentro,199000.0,65.0,2.0,3061.54,1
Roma,vendita,€ 279.000,2 locali,70 m²,https://www.immobiliare.it/annunci/123183017/,2026-06-09,centocelle,Semicentro,279000.0,70.0,2.0,3985.71,1
Roma,vendita,€ 359.000,3 locali,111 m²,https://www.immobiliare.it/annunci/114265413/,2026-06-09,centocelle,Semicentro,359000.0,111.0,3.0,3234.23,1
Roma,vendita,€ 225.000,3 locali,85 m²,https://www.immobiliare.it/annunci/127297733/,2026-06-09,centocelle,Semicentro,225000.0,85.0,3.0,2647.06,1
Roma,vendita,€ 139.000,,28 m²,https://www.immobiliare.it/annunci/126929707/,2026-06-09,centocelle,Semicentro,139000.0,28.0,,4964.29,1
Roma,vendita,€ 159.000,2 locali,50 m²,https://www.immobiliare.it/annunci/129717580/,2026-06-09,centocelle,Semicentro,159000.0,50.0,2.0,3180.0,1
Roma,vendita,€ 185.000,4 locali,104 m²,https://www.immobiliare.it/annunci/128312234/,2026-06-09,centocelle,Semicentro,185000.0,104.0,4.0,1778.85,1
Roma,vendita,€ 179.000,3 locali,73 m²,https://www.immobiliare.it/annunci/127369417/,2026-06-09,centocelle,Semicentro,179000.0,73.0,3.0,2452.05,1
Roma,vendita,"da € 61.575,00",2 locali,50 m²,https://www.immobiliare.it/annunci/127777480/,2026-06-09,centocelle,Semicentro,61575.0,50.0,2.0,1231.5,0
Roma,vendita,"da € 46.875,00",2 locali,41 m²,https://www.immobiliare.it/annunci/127777396/,2026-06-09,centocelle,Semicentro,46875.0,41.0,2.0,1143.29,0
Roma,vendita,"da € 48.675,00",2 locali,41 m²,https://www.immobiliare.it/annunci/127777398/,2026-06-09,centocelle,Semicentro,48675.0,41.0,2.0,1187.2,0
Roma,vendita,"da € 57.450,00",2 locali,50 m²,https://www.immobiliare.it/annunci/127777430/,2026-06-09,centocelle,Semicentro,57450.0,50.0,2.0,1149.0,0
Roma,vendita,€ 209.000,3 locali,71 m²,https://www.immobiliare.it/annunci/128925950/,2026-06-09,centocelle,Semicentro,209000.0,71.0,3.0,2943.66,1
Roma,vendita,€ 149.000,2 locali,46 m²,https://www.immobiliare.it/annunci/127024435/,2026-06-09,centocelle,Semicentro,149000.0,46.0,2.0,3239.13,1
Roma,vendita,€ 229.000,2 locali,77 m²,https://www.immobiliare.it/annunci/128936410/,2026-06-09,centocelle,Semicentro,229000.0,77.0,2.0,2974.03,1
Roma,vendita,"da € 278.973,00",4 locali,166 m²,https://www.immobiliare.it/annunci/129103426/,2026-06-09,centocelle,Semicentro,278973.0,166.0,4.0,1680.56,0
Roma,vendita,€ 229.000,3 locali,88 m²,https://www.immobiliare.it/annunci/125858477/,2026-06-09,centocelle,Semicentro,229000.0,88.0,3.0,2602.27,1
Roma,vendita,"€ 169.000€ 180.000(-6,1%)",3 locali,100 m²,https://www.immobiliare.it/annunci/126710131/,2026-06-09,centocelle,Semicentro,169000.0,100.0,3.0,1690.0,1
Roma,vendita,€ 239.000,3 locali,83 m²,https://www.immobiliare.it/annunci/127560788/,2026-06-09,centocelle,Semicentro,239000.0,83.0,3.0,2879.52,1
Roma,vendita,€ 209.000,2 locali,71 m²,https://www.immobiliare.it/annunci/119433747/,2026-06-09,centocelle,Semicentro,209000.0,71.0,2.0,2943.66,1
Roma,vendita,€ 309.000,3 locali,104 m²,https://www.immobiliare.it/annunci/128681064/,2026-06-09,centocelle,Semicentro,309000.0,104.0,3.0,2971.15,1
Roma,vendita,€ 229.000,3 locali,98 m²,https://www.immobiliare.it/annunci/117853129/,2026-06-09,centocelle,Semicentro,229000.0,98.0,3.0,2336.73,1
Roma,vendita,€ 179.000,2 locali,70 m²,https://www.immobiliare.it/annunci/125825657/,2026-06-09,centocelle,Semicentro,179000.0,70.0,2.0,2557.14,1
Roma,vendita,€ 269.000,3 locali,100 m²,https://www.immobiliare.it/annunci/129087114/,2026-06-09,centocelle,Semicentro,269000.0,100.0,3.0,2690.0,1
Roma,vendita,€ 349.000,3 locali,107 m²,https://www.immobiliare.it/annunci/128384406/,2026-06-09,centocelle,Semicentro,349000.0,107.0,3.0,3261.68,1
Roma,vendita,€ 230.000,3 locali,91 m²,https://www.immobiliare.it/annunci/124844537/,2026-06-09,centocelle,Semicentro,230000.0,91.0,3.0,2527.47,1
Roma,vendita,€ 99.000,2 locali,50 m²,https://www.immobiliare.it/annunci/119285077/,2026-06-09,centocelle,Semicentro,99000.0,50.0,2.0,1980.0,1
Roma,vendita,€ 169.000,2 locali,60 m²,https://www.immobiliare.it/annunci/128941520/,2026-06-09,centocelle,Semicentro,169000.0,60.0,2.0,2816.67,1
Roma,vendita,€ 219.000,3 locali,83 m²,https://www.immobiliare.it/annunci/106697235/,2026-06-09,centocelle,Semicentro,219000.0,83.0,3.0,2638.55,1
Roma,vendita,€ 269.000,3 locali,94 m²,https://www.immobiliare.it/annunci/124590653/,2026-06-09,centocelle,Semicentro,269000.0,94.0,3.0,2861.7,1
Roma,vendita,"€ 219.000€ 239.000(-8,4%)",2 locali,65 m²,https://www.immobiliare.it/annunci/128188624/,2026-06-09,centocelle,Semicentro,219000.0,65.0,2.0,3369.23,1
Roma,vendita,€ 280.000,3 locali,90 m²,https://www.immobiliare.it/annunci/128430842/,2026-06-09,centocelle,Semicentro,280000.0,90.0,3.0,3111.11,1
Roma,vendita,€ 209.000,3 locali,63 m²,https://www.immobiliare.it/annunci/124159211/,2026-06-09,centocelle,Semicentro,209000.0,63.0,3.0,3317.46,1
Roma,vendita,€ 119.000,,37 m²,https://www.immobiliare.it/annunci/123522101/,2026-06-09,centocelle,Semicentro,119000.0,37.0,,3216.22,1
Roma,vendita,€ 209.000,3 locali,80 m²,https://www.immobiliare.it/annunci/121686848/,2026-06-09,centocelle,Semicentro,209000.0,80.0,3.0,2612.5,1
Roma,vendita,€ 355.000,3 locali,110 m²,https://www.immobiliare.it/annunci/127700300/,2026-06-09,centocelle,Semicentro,355000.0,110.0,3.0,3227.27,1
Roma,vendita,€ 259.000,2 locali,89 m²,https://www.immobiliare.it/annunci/128522606/,2026-06-09,centocelle,Semicentro,259000.0,89.0,2.0,2910.11,1
Roma,vendita,"da € 278.973,00",4 locali,166 m²,https://www.immobiliare.it/annunci/129555980/,2026-06-09,centocelle,Semicentro,278973.0,166.0,4.0,1680.56,0
Roma,vendita,€ 120.000,,38 m²,https://www.immobiliare.it/annunci/129750214/,2026-06-09,centocelle,Semicentro,120000.0,38.0,,3157.89,1
Roma,vendita,€ 209.000,2 locali,58 m²,https://www.immobiliare.it/annunci/129504194/,2026-06-09,centocelle,Semicentro,209000.0,58.0,2.0,3603.45,1
Roma,vendita,€ 165.000,2 locali,60 m²,https://www.immobiliare.it/annunci/118417831/,2026-06-09,centocelle,Semicentro,165000.0,60.0,2.0,2750.0,1
Roma,vendita,"da € 278.973,19",5+ locali,174 m²,https://www.immobiliare.it/annunci/129589850/,2026-06-09,centocelle,Semicentro,278973.0,174.0,5.0,1603.29,0
Roma,vendita,"da € 57.450,00",2 locali,50 m²,https://www.immobiliare.it/annunci/129555130/,2026-06-09,centocelle,Semicentro,57450.0,50.0,2.0,1149.0,0
Roma,vendita,€ 289.000,3 locali,100 m²,https://www.immobiliare.it/annunci/118769777/,2026-06-09,centocelle,Semicentro,289000.0,100.0,3.0,2890.0,1
Roma,vendita,€ 339.000,3 locali,90 m²,https://www.immobiliare.it/annunci/129690468/,2026-06-09,centocelle,Semicentro,339000.0,90.0,3.0,3766.67,1
Roma,vendita,"da € 61.575,00",3 locali,50 m²,https://www.immobiliare.it/annunci/127317743/,2026-06-09,centocelle,Semicentro,61575.0,50.0,3.0,1231.5,0
Roma,vendita,€ 219.000,2 locali,71 m²,https://www.immobiliare.it/annunci/126815293/,2026-06-09,centocelle,Semicentro,219000.0,71.0,2.0,3084.51,1
Roma,vendita,€ 239.000,3 locali,80 m²,https://www.immobiliare.it/annunci/123879571/,2026-06-09,centocelle,Semicentro,239000.0,80.0,3.0,2987.5,1
Roma,vendita,€ 207.000,3 locali,65 m²,https://www.immobiliare.it/annunci/123196659/,2026-06-09,centocelle,Semicentro,207000.0,65.0,3.0,3184.62,1
Roma,vendita,"da € 203.250,00",4 locali,127 m²,https://www.immobiliare.it/annunci/129555336/,2026-06-09,centocelle,Semicentro,203250.0,127.0,4.0,1600.39,0
Roma,vendita,€ 199.000,3 locali,79 m²,https://www.immobiliare.it/annunci/128853724/,2026-06-09,centocelle,Semicentro,199000.0,79.0,3.0,2518.99,1
Roma,vendita,"da € 61.575,00",3 locali,50 m²,https://www.immobiliare.it/annunci/129555132/,2026-06-09,centocelle,Semicentro,61575.0,50.0,3.0,1231.5,0
Roma,vendita,€ 195.000,2 locali,62 m²,https://www.immobiliare.it/annunci/128479628/,2026-06-09,centocelle,Semicentro,195000.0,62.0,2.0,3145.16,1
Roma,vendita,€ 209.000,3 locali,71 m²,https://www.immobiliare.it/annunci/129085770/,2026-06-09,centocelle,Semicentro,209000.0,71.0,3.0,2943.66,1
Roma,vendita,€ 235.000,3 locali,70 m²,https://www.immobiliare.it/annunci/129207434/,2026-06-09,centocelle,Semicentro,235000.0,70.0,3.0,3357.14,1
Roma,vendita,€ 115.000,,36 m²,https://www.immobiliare.it/annunci/127207035/,2026-06-09,centocelle,Semicentro,115000.0,36.0,,3194.44,1
Roma,vendita,€ 310.000,4 locali,143 m²,https://www.immobiliare.it/annunci/127336443/,2026-06-09,centocelle,Semicentro,310000.0,143.0,4.0,2167.83,1
Roma,vendita,€ 99.000,2 locali,72 m²,https://www.immobiliare.it/annunci/128668216/,2026-06-09,centocelle,Semicentro,99000.0,72.0,2.0,1375.0,1
Roma,vendita,€ 209.000,3 locali,82 m²,https://www.immobiliare.it/annunci/123034529/,2026-06-09,centocelle,Semicentro,209000.0,82.0,3.0,2548.78,1
Roma,vendita,€ 279.000,3 locali,76 m²,https://www.immobiliare.it/annunci/126724843/,2026-06-09,centocelle,Semicentro,279000.0,76.0,3.0,3671.05,1
Roma,vendita,"da € 46.875,00",2 locali,41 m²,https://www.immobiliare.it/annunci/127319391/,2026-06-09,centocelle,Semicentro,46875.0,41.0,2.0,1143.29,0
Roma,vendita,€ 107.000,,42 m²,https://www.immobiliare.it/annunci/125649735/,2026-06-09,centocelle,Semicentro,107000.0,42.0,,2547.62,1
Roma,vendita,€ 227.000,2 locali,73 m²,https://www.immobiliare.it/annunci/129660178/,2026-06-09,centocelle,Semicentro,227000.0,73.0,2.0,3109.59,1
Roma,vendita,€ 295.000,4 locali,115 m²,https://www.immobiliare.it/annunci/124395041/,2026-06-09,centocelle,Semicentro,295000.0,115.0,4.0,2565.22,1
Roma,vendita,"da € 46.875,00",2 locali,41 m²,https://www.immobiliare.it/annunci/127319803/,2026-06-09,centocelle,Semicentro,46875.0,41.0,2.0,1143.29,0
Roma,vendita,€ 249.000,3 locali,96 m²,https://www.immobiliare.it/annunci/127058111/,2026-06-09,centocelle,Semicentro,249000.0,96.0,3.0,2593.75,1
Roma,vendita,€ 190.000,3 locali,102 m²,https://www.immobiliare.it/annunci/123709525/,2026-06-09,centocelle,Semicentro,190000.0,102.0,3.0,1862.75,1
Roma,vendita,€ 159.000,,51 m²,https://www.immobiliare.it/annunci/128179236/,2026-06-09,centocelle,Semicentro,159000.0,51.0,,3117.65,1
Roma,vendita,€ 219.000,2 locali,65 m²,https://www.immobiliare.it/annunci/128193066/,2026-06-09,centocelle,Semicentro,219000.0,65.0,2.0,3369.23,1
Roma,vendita,€ 208.000,2 locali,72 m²,https://www.immobiliare.it/annunci/129055666/,2026-06-09,centocelle,Semicentro,208000.0,72.0,2.0,2888.89,1
Roma,vendita,€ 138.000,,43 m²,https://www.immobiliare.it/annunci/124990967/,2026-06-09,centocelle,Semicentro,138000.0,43.0,,3209.3,1
Roma,vendita,"da € 203.250,00",5 locali,128 m²,https://www.immobiliare.it/annunci/129599304/,2026-06-09,centocelle,Semicentro,203250.0,128.0,5.0,1587.89,0
Roma,vendita,€ 269.000,3 locali,94 m²,https://www.immobiliare.it/annunci/124628367/,2026-06-09,centocelle,Semicentro,269000.0,94.0,3.0,2861.7,1
Roma,vendita,€ 109.000,2 locali,59 m²,https://www.immobiliare.it/annunci/129691924/,2026-06-09,centocelle,Semicentro,109000.0,59.0,2.0,1847.46,1
Roma,vendita,€ 319.000,3 locali,95 m²,https://www.immobiliare.it/annunci/129040074/,2026-06-09,centocelle,Semicentro,319000.0,95.0,3.0,3357.89,1
Roma,vendita,€ 148.000,2 locali,40 m²,https://www.immobiliare.it/annunci/127804880/,2026-06-09,centocelle,Semicentro,148000.0,40.0,2.0,3700.0,1
Roma,vendita,€ 228.000,4 locali,84 m²,https://www.immobiliare.it/annunci/129143916/,2026-06-09,centocelle,Semicentro,228000.0,84.0,4.0,2714.29,1
Roma,vendita,€ 175.000,2 locali,60 m²,https://www.immobiliare.it/annunci/124849681/,2026-06-09,centocelle,Semicentro,175000.0,60.0,2.0,2916.67,1
Roma,vendita,€ 119.000,,35 m²,https://www.immobiliare.it/annunci/128594276/,2026-06-09,centocelle,Semicentro,119000.0,35.0,,3400.0,1
Roma,vendita,€ 240.000,2 locali,62 m²,https://www.immobiliare.it/annunci/129494788/,2026-06-09,centocelle,Semicentro,240000.0,62.0,2.0,3870.97,1
Roma,vendita,€ 230.000,3 locali,108 m²,https://www.immobiliare.it/annunci/113348589/,2026-06-09,centocelle,Semicentro,230000.0,108.0,3.0,2129.63,1
Roma,vendita,€ 219.000,2 locali,71 m²,https://www.immobiliare.it/annunci/127030069/,2026-06-09,centocelle,Semicentro,219000.0,71.0,2.0,3084.51,1
Roma,vendita,€ 349.000,3 locali,115 m²,https://www.immobiliare.it/annunci/129323402/,2026-06-09,centocelle,Semicentro,349000.0,115.0,3.0,3034.78,1
Roma,vendita,"da € 46.875,00",4 locali,41 m²,https://www.immobiliare.it/annunci/127581648/,2026-06-09,centocelle,Semicentro,46875.0,41.0,4.0,1143.29,0
Roma,vendita,€ 289.000,2 locali,100 m²,https://www.immobiliare.it/annunci/128873624/,2026-06-09,centocelle,Semicentro,289000.0,100.0,2.0,2890.0,1
Roma,vendita,€ 170.000,2 locali,50 m²,https://www.immobiliare.it/annunci/124546023/,2026-06-09,centocelle,Semicentro,170000.0,50.0,2.0,3400.0,1
Roma,vendita,€ 220.000,2 locali,64 m²,https://www.immobiliare.it/annunci/75740242/,2026-06-09,centocelle,Semicentro,220000.0,64.0,2.0,3437.5,1
Roma,vendita,€ 125.000,2 locali,53 m²,https://www.immobiliare.it/annunci/129416154/,2026-06-09,centocelle,Semicentro,125000.0,53.0,2.0,2358.49,1
Roma,vendita,€ 215.000,5 locali,98 m²,https://www.immobiliare.it/annunci/129488668/,2026-06-09,centocelle,Semicentro,215000.0,98.0,5.0,2193.88,1
Roma,vendita,€ 139.000,,48 m²,https://www.immobiliare.it/annunci/128802230/,2026-06-09,centocelle,Semicentro,139000.0,48.0,,2895.83,1
Roma,vendita,€ 119.000,,35 m²,https://www.immobiliare.it/annunci/125805135/,2026-06-09,centocelle,Semicentro,119000.0,35.0,,3400.0,1
Roma,vendita,€ 239.000,2 locali,55 m²,https://www.immobiliare.it/annunci/129690288/,2026-06-09,centocelle,Semicentro,239000.0,55.0,2.0,4345.45,1
Roma,vendita,€ 249.000,3 locali,85 m²,https://www.immobiliare.it/annunci/129181708/,2026-06-09,centocelle,Semicentro,249000.0,85.0,3.0,2929.41,1
Roma,vendita,"da € 61.576,00",3 locali,50 m²,https://www.immobiliare.it/annunci/129588162/,2026-06-09,centocelle,Semicentro,61576.0,50.0,3.0,1231.52,0
Roma,vendita,€ 228.000,5 locali,99 m²,https://www.immobiliare.it/annunci/125852151/,2026-06-09,centocelle,Semicentro,228000.0,99.0,5.0,2303.03,1
Roma,vendita,€ 269.000,3 locali,87 m²,https://www.immobiliare.it/annunci/129564516/,2026-06-09,centocelle,Semicentro,269000.0,87.0,3.0,3091.95,1
Roma,vendita,€ 250.000,3 locali,106 m²,https://www.immobiliare.it/annunci/129501066/,2026-06-09,centocelle,Semicentro,250000.0,106.0,3.0,2358.49,1
Roma,vendita,€ 299.000,3 locali,95 m²,https://www.immobiliare.it/annunci/127878340/,2026-06-09,centocelle,Semicentro,299000.0,95.0,3.0,3147.37,1
Roma,vendita,€ 349.000,4 locali,129 m²,https://www.immobiliare.it/annunci/129396568/,2026-06-09,centocelle,Semicentro,349000.0,129.0,4.0,2705.43,1
Roma,vendita,€ 160.000,3 locali,90 m²,https://www.immobiliare.it/annunci/123095533/,2026-06-09,centocelle,Semicentro,160000.0,90.0,3.0,1777.78,1
